   0.0000000e+00   2.8788000e+01   1.8951000e+01   1.2823000e+01   1.0266000e+01   1.0102000e+01   7.1130000e+00
   1.0000000e+00   1.0547000e+01   1.4490000e+01   5.8820000e+00   3.7970000e+00   3.5090000e+00   2.1890000e+00
   2.0000000e+00   2.2020000e+00   4.9160000e+00   1.8550000e+00   1.0910000e+00   1.1780000e+00   5.0300000e-01
   3.0000000e+00   3.9400000e-01   4.7940000e+00   3.4000000e-01   1.9300000e-01   2.5700000e-01   9.2000000e-02
   4.0000000e+00   2.2000000e-02   2.4210000e+00   1.0200000e-01   2.0000000e-02   3.5000000e-02   8.0000000e-03
   5.0000000e+00   0.0000000e+00   6.1900000e-01   7.8000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   0.0000000e+00   9.2400000e-01   4.3000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+00   0.0000000e+00   6.9400000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+00   0.0000000e+00   4.0000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.0000000e+00   0.0000000e+00   2.5400000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.2000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
