  -5.0000000e+00   6.9540000e+00   1.4847000e+01   4.0020000e+00   7.8210000e+00   4.9410000e+00   1.2059000e+01   1.3490000e+01   8.6840000e+00
  -4.0000000e+00   2.6740000e+00   7.6210000e+00   1.4590000e+00   3.5700000e+00   1.6370000e+00   5.2620000e+00   5.9870000e+00   3.2380000e+00
  -3.0000000e+00   1.0510000e+00   3.7280000e+00   6.2300000e-01   1.6930000e+00   6.4500000e-01   2.3020000e+00   2.4740000e+00   1.0900000e+00
  -2.0000000e+00   3.1900000e-01   1.6920000e+00   2.1900000e-01   7.0100000e-01   2.2100000e-01   8.8500000e-01   8.6600000e-01   3.6000000e-01
  -1.0000000e+00   1.1100000e-01   8.2500000e-01   9.9000000e-02   3.4400000e-01   9.8000000e-02   4.1200000e-01   2.9600000e-01   1.3600000e-01
   0.0000000e+00   3.3000000e-02   3.9200000e-01   3.2000000e-02   1.2500000e-01   3.2000000e-02   1.5500000e-01   6.8000000e-02   4.5000000e-02
   1.0000000e+00   1.5000000e-02   2.2200000e-01   1.6000000e-02   7.1000000e-02   1.5000000e-02   9.4000000e-02   2.7000000e-02   1.6000000e-02
   2.0000000e+00   3.0000000e-03   1.2700000e-01   3.0000000e-03   3.7000000e-02   3.0000000e-03   4.4000000e-02   5.0000000e-03   3.0000000e-03
   3.0000000e+00   0.0000000e+00   8.4000000e-02   1.0000000e-03   2.7000000e-02   0.0000000e+00   3.5000000e-02   0.0000000e+00   0.0000000e+00
   4.0000000e+00   0.0000000e+00   8.2000000e-02   0.0000000e+00   1.7000000e-02   0.0000000e+00   2.0000000e-02   0.0000000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00   6.0000000e-02   0.0000000e+00   1.3000000e-02   0.0000000e+00   1.5000000e-02   0.0000000e+00   0.0000000e+00
   6.0000000e+00   0.0000000e+00   5.6000000e-02   0.0000000e+00   1.3000000e-02   0.0000000e+00   1.4000000e-02   0.0000000e+00   0.0000000e+00
   7.0000000e+00   0.0000000e+00   4.7000000e-02   0.0000000e+00   1.0000000e-02   0.0000000e+00   1.6000000e-02   0.0000000e+00   0.0000000e+00
   8.0000000e+00   0.0000000e+00   4.6000000e-02   0.0000000e+00   1.7000000e-02   0.0000000e+00   1.8000000e-02   0.0000000e+00   0.0000000e+00
   9.0000000e+00   0.0000000e+00   3.7000000e-02   0.0000000e+00   1.2000000e-02   0.0000000e+00   1.6000000e-02   0.0000000e+00   0.0000000e+00
   1.0000000e+01   0.0000000e+00   3.0000000e-02   0.0000000e+00   7.0000000e-03   0.0000000e+00   8.0000000e-03   0.0000000e+00   0.0000000e+00
