  -9.4000000e+01   1.7247005e-01   3.1502884e-01
  -9.3000000e+01   1.8626014e-01   3.2370639e-01
  -9.2000000e+01   1.9255936e-01   3.0161427e-01
  -9.1000000e+01   1.9967176e-01   3.0509307e-01
  -9.0000000e+01   2.0092648e-01   2.9947571e-01
  -8.9000000e+01   2.1120336e-01   3.3369217e-01
  -8.8000000e+01   2.1339996e-01   3.6152289e-01
  -8.7000000e+01   2.2013106e-01   3.3655015e-01
  -8.6000000e+01   2.2379534e-01   3.6488177e-01
  -8.5000000e+01   2.2464751e-01   3.1860068e-01
  -8.4000000e+01   2.2742868e-01   3.7067200e-01
  -8.3000000e+01   2.3079623e-01   3.4589391e-01
  -8.2000000e+01   2.4298340e-01   3.8129533e-01
  -8.1000000e+01   2.5620683e-01   3.6102660e-01
  -8.0000000e+01   2.6395354e-01   3.6935324e-01
  -7.9000000e+01   2.6456037e-01   3.3026817e-01
  -7.8000000e+01   2.8090170e-01   3.7906482e-01
  -7.7000000e+01   2.8332895e-01   3.7725508e-01
  -7.6000000e+01   2.8479237e-01   3.5601175e-01
  -7.5000000e+01   2.9225809e-01   3.9697797e-01
  -7.4000000e+01   2.9612118e-01   4.1870902e-01
  -7.3000000e+01   2.9843904e-01   4.1117888e-01
  -7.2000000e+01   3.0916431e-01   3.9406565e-01
  -7.1000000e+01   3.1568733e-01   3.9476919e-01
  -7.0000000e+01   3.2491410e-01   3.8017489e-01
  -6.9000000e+01   3.2734498e-01   3.4490131e-01
  -6.8000000e+01   3.2888608e-01   3.6176603e-01
  -6.7000000e+01   3.4057436e-01   4.2777512e-01
  -6.6000000e+01   3.4652546e-01   4.2220229e-01
  -6.5000000e+01   3.5574335e-01   4.1218319e-01
  -6.4000000e+01   3.5550670e-01   4.1154968e-01
  -6.3000000e+01   3.7240602e-01   4.4639429e-01
  -6.2000000e+01   3.7201374e-01   4.2008366e-01
  -6.1000000e+01   3.8058243e-01   4.2190960e-01
  -6.0000000e+01   3.9340995e-01   4.4139238e-01
