  -5.0000000e+00   5.0100000e+00   1.2923000e+01   9.2290000e+00   9.2370000e+00   1.0865000e+01   1.7074000e+01
  -4.0000000e+00   1.8640000e+00   5.8810000e+00   3.6480000e+00   3.6720000e+00   4.3900000e+00   8.1340000e+00
  -3.0000000e+00   6.5300000e-01   2.4110000e+00   1.2340000e+00   1.2340000e+00   1.5360000e+00   3.1630000e+00
  -2.0000000e+00   2.5300000e-01   9.8100000e-01   3.3100000e-01   3.2700000e-01   4.5200000e-01   1.0200000e+00
  -1.0000000e+00   1.0100000e-01   4.4400000e-01   1.3200000e-01   1.3200000e-01   1.5400000e-01   3.2900000e-01
   0.0000000e+00   4.0000000e-02   1.9900000e-01   5.3000000e-02   5.3000000e-02   6.6000000e-02   1.3000000e-01
   1.0000000e+00   1.4000000e-02   9.2000000e-02   1.1000000e-02   1.1000000e-02   1.1000000e-02   3.2000000e-02
   2.0000000e+00   2.0000000e-03   5.5000000e-02   3.0000000e-03   3.0000000e-03   3.0000000e-03   8.0000000e-03
   3.0000000e+00   0.0000000e+00   3.2000000e-02   1.0000000e-03   1.0000000e-03   1.0000000e-03   2.0000000e-03
   4.0000000e+00   0.0000000e+00   3.2000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00   1.6000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   0.0000000e+00   1.3000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+00   0.0000000e+00   7.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+00   0.0000000e+00   7.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.0000000e+00   0.0000000e+00   6.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+01   0.0000000e+00   6.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
