  -2.1333333e+01  -7.7990112e+01  -7.8114137e+01
  -2.1302082e+01  -7.7985676e+01  -7.8089192e+01
  -2.1270831e+01  -7.7984853e+01  -7.8115921e+01
  -2.1239580e+01  -7.7876559e+01  -7.7924334e+01
  -2.1208330e+01  -7.7923156e+01  -7.7974414e+01
  -2.1177079e+01  -7.7948793e+01  -7.8255325e+01
  -2.1145828e+01  -7.7974837e+01  -7.8018023e+01
  -2.1114577e+01  -7.7974646e+01  -7.8186413e+01
  -2.1083326e+01  -7.7966453e+01  -7.8114802e+01
  -2.1052075e+01  -7.7987750e+01  -7.8027007e+01
  -2.1020824e+01  -7.7951960e+01  -7.7983229e+01
  -2.0989573e+01  -7.7910593e+01  -7.8249498e+01
  -2.0958322e+01  -7.7930263e+01  -7.8010448e+01
  -2.0927071e+01  -7.8024669e+01  -7.7984384e+01
  -2.0895820e+01  -7.7991264e+01  -7.8072845e+01
  -2.0864569e+01  -7.7930029e+01  -7.8199826e+01
  -2.0833318e+01  -7.7922799e+01  -7.7994267e+01
  -2.0802067e+01  -7.7986278e+01  -7.8136649e+01
  -2.0770816e+01  -7.7964589e+01  -7.8120911e+01
  -2.0739565e+01  -7.7944947e+01  -7.8082111e+01
  -2.0708314e+01  -7.7948976e+01  -7.8020203e+01
  -2.0677063e+01  -7.7963377e+01  -7.8122319e+01
  -2.0645812e+01  -7.7966752e+01  -7.8079991e+01
  -2.0614561e+01  -7.7978765e+01  -7.8121592e+01
  -2.0583310e+01  -7.7973696e+01  -7.8130734e+01
  -2.0552059e+01  -7.7920006e+01  -7.8107907e+01
  -2.0520809e+01  -7.7954125e+01  -7.8113527e+01
  -2.0489558e+01  -7.7915125e+01  -7.8109343e+01
  -2.0458307e+01  -7.7898070e+01  -7.8107850e+01
  -2.0427056e+01  -7.7888054e+01  -7.8088743e+01
  -2.0395805e+01  -7.7937401e+01  -7.8106218e+01
  -2.0364554e+01  -7.7929535e+01  -7.8062513e+01
  -2.0333303e+01  -7.7916994e+01  -7.7999950e+01
  -2.0302052e+01  -7.7959167e+01  -7.8110005e+01
  -2.0270801e+01  -7.7925884e+01  -7.8073784e+01
  -2.0239550e+01  -7.7942352e+01  -7.8017201e+01
  -2.0208299e+01  -7.7935601e+01  -7.8130079e+01
  -2.0177048e+01  -7.7924184e+01  -7.8036209e+01
  -2.0145797e+01  -7.7951184e+01  -7.8111763e+01
  -2.0114546e+01  -7.7897886e+01  -7.7957187e+01
  -2.0083295e+01  -7.7870849e+01  -7.7922633e+01
  -2.0052044e+01  -7.7866863e+01  -7.7964874e+01
  -2.0020793e+01  -7.7886297e+01  -7.8062816e+01
  -1.9989542e+01  -7.7903394e+01  -7.8100982e+01
