  -5.0000000e+00   4.9280000e+00   1.1610000e+01   8.5050000e+00   8.5310000e+00   1.0107000e+01   1.6064000e+01
  -4.0000000e+00   1.7000000e+00   4.9360000e+00   3.2310000e+00   3.2310000e+00   3.9370000e+00   7.2250000e+00
  -3.0000000e+00   6.3600000e-01   1.9080000e+00   9.5900000e-01   9.5900000e-01   1.1900000e+00   2.5410000e+00
  -2.0000000e+00   2.4600000e-01   7.7600000e-01   3.2200000e-01   3.2300000e-01   3.6800000e-01   8.3800000e-01
  -1.0000000e+00   1.0300000e-01   3.0100000e-01   1.1100000e-01   1.2200000e-01   1.4000000e-01   2.9900000e-01
   0.0000000e+00   3.6000000e-02   1.0700000e-01   3.6000000e-02   3.7000000e-02   4.6000000e-02   7.9000000e-02
   1.0000000e+00   1.1000000e-02   5.6000000e-02   1.1000000e-02   1.2000000e-02   1.6000000e-02   2.7000000e-02
   2.0000000e+00   4.0000000e-03   2.3000000e-02   4.0000000e-03   4.0000000e-03   5.0000000e-03   1.0000000e-02
   3.0000000e+00   1.0000000e-03   1.1000000e-02   1.0000000e-03   1.0000000e-03   1.0000000e-03   1.0000000e-03
   4.0000000e+00   0.0000000e+00   8.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00   4.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   0.0000000e+00   1.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
