   0.0000000e+00  -4.2684325e+00   3.1707599e-02   0.0000000e+00   1.9286549e-15   0.0000000e+00  -9.6432747e-16  -1.9286549e-15
   7.8201369e-02  -4.2361187e+00   3.1417092e-02  -6.1445539e-04  -1.2330207e-03  -1.6029306e-03  -1.7662823e-03  -7.1557234e-04
   1.5640274e-01  -4.1402439e+00   3.0530411e-02  -2.4701985e-03  -4.9388968e-03  -6.4152161e-03  -7.0666885e-03  -2.8735251e-03
   2.3460411e-01  -3.9839140e+00   2.9002213e-02  -5.6042595e-03  -1.1138034e-02  -1.4447325e-02  -1.5905894e-02  -6.5074801e-03
   3.1280547e-01  -3.7720109e+00   2.6757383e-02  -1.0078023e-02  -1.9864327e-02  -2.5716665e-02  -2.8291679e-02  -1.1673189e-02
   3.9100684e-01  -3.5108039e+00   2.3691693e-02  -1.5976733e-02  -3.1164985e-02  -4.0247521e-02  -4.4234913e-02  -1.8448115e-02
   4.6920821e-01  -3.2074979e+00   1.9672726e-02  -2.3408823e-02  -4.5100293e-02  -5.8070968e-02  -6.3749534e-02  -2.6930852e-02
   5.4740958e-01  -2.8697802e+00   1.4541013e-02  -3.2505060e-02  -6.1743314e-02  -7.9224772e-02  -8.6852516e-02  -3.7240403e-02
   6.2561095e-01  -2.5054140e+00   8.1113769e-03  -4.3417553e-02  -8.1179526e-02  -1.0375325e-01  -1.1356384e-01  -4.9515323e-02
   7.0381232e-01  -2.1219116e+00   1.7446116e-04  -5.6318608e-02  -1.0350642e-01  -1.3170714e-01  -1.4390643e-01  -6.3912739e-02
   7.8201369e-01  -1.7262979e+00  -9.5016074e-03  -7.1399481e-02  -1.2883303e-01  -1.6314340e-01  -1.7790616e-01  -8.0607275e-02
   8.6021505e-01  -1.3249606e+00  -2.1169433e-02  -8.8869027e-02  -1.5727944e-01  -1.9812507e-01  -2.1559175e-01  -9.9789892e-02
   9.3841642e-01  -9.2357633e-01  -3.5100485e-02  -1.0895229e-01  -1.8897625e-01  -2.3672102e-01  -2.5699471e-01  -1.2166666e-01
   1.0166178e+00  -5.2709438e-01  -5.1583185e-02  -1.3188901e-01  -2.2406403e-01  -2.7900579e-01  -3.0214932e-01  -1.4645747e-01
   1.0948192e+00  -1.3976218e-01  -7.0920971e-02  -1.5793217e-01  -2.6269272e-01  -3.2505931e-01  -3.5109255e-01  -1.7439477e-01
   1.1730205e+00   2.3482323e-01  -9.3430371e-02  -1.8734647e-01  -3.0502104e-01  -3.7496673e-01  -4.0386395e-01  -2.0572222e-01
   1.2512219e+00   5.9364902e-01  -1.1943913e-01  -2.2040685e-01  -3.5121590e-01  -4.2881810e-01  -4.6050565e-01  -2.4069341e-01
   1.3294233e+00   9.3421475e-01  -1.4928437e-01  -2.5739704e-01  -4.0145178e-01  -4.8670819e-01  -5.2106221e-01  -2.7957056e-01
   1.4076246e+00   1.2544607e+00  -1.8331087e-01  -2.9860817e-01  -4.5591019e-01  -5.4873622e-01  -5.8558061e-01  -3.2262330e-01
   1.4858260e+00   1.5526999e+00  -2.2186943e-01  -3.4433740e-01  -5.1477902e-01  -6.1500559e-01  -6.5411013e-01  -3.7012750e-01
   1.5640274e+00   1.8275565e+00  -2.6531535e-01  -3.9488673e-01  -5.7825204e-01  -6.8562365e-01  -7.2670228e-01  -4.2236408e-01
   1.6422287e+00   2.0779104e+00  -3.1400703e-01  -4.5056177e-01  -6.4652834e-01  -7.6070144e-01  -8.0341070e-01  -4.7961803e-01
   1.7204301e+00   2.3028493e+00  -3.6830476e-01  -5.1167068e-01  -7.1981182e-01  -8.4035346e-01  -8.8429114e-01  -5.4217737e-01
   1.7986315e+00   2.5016268e+00  -4.2856958e-01  -5.7852321e-01  -7.9831074e-01  -9.2469742e-01  -9.6940129e-01  -6.1033231e-01
   1.8768328e+00   2.6736269e+00  -4.9516232e-01  -6.5142984e-01  -8.8223726e-01  -1.0138540e+00  -1.0588008e+00  -6.8437440e-01
   1.9550342e+00   2.8183337e+00  -5.6844283e-01  -7.3070099e-01  -9.7180704e-01  -1.1079467e+00  -1.1525510e+00  -7.6459585e-01
   2.0332356e+00   2.9353055e+00  -6.4876924e-01  -8.1664636e-01  -1.0672389e+00  -1.2071015e+00  -1.2507152e+00  -8.5128891e-01
   2.1114370e+00   3.0241530e+00  -7.3649751e-01  -9.0957443e-01  -1.1687546e+00  -1.3114468e+00  -1.3533581e+00  -9.4474532e-01
   2.1896383e+00   3.0845204e+00  -8.3198101e-01  -1.0097920e+00  -1.2765784e+00  -1.4211130e+00  -1.4605463e+00  -1.0452559e+00
   2.2678397e+00   3.1160696e+00  -9.3557023e-01  -1.1176038e+00  -1.3909369e+00  -1.5362328e+00  -1.5723475e+00  -1.1531102e+00
   2.3460411e+00   3.1184660e+00  -1.0476127e+00  -1.2333122e+00  -1.5120591e+00  -1.6569405e+00  -1.6888313e+00  -1.2685962e+00
   2.4242424e+00   3.0913662e+00  -1.1684530e+00  -1.3572174e+00  -1.6401758e+00  -1.7833722e+00  -1.8100684e+00  -1.3920002e+00
   2.5024438e+00   3.0344070e+00  -1.2984327e+00  -1.4896168e+00  -1.7755201e+00  -1.9156654e+00  -1.9361308e+00  -1.5236067e+00
   2.5806452e+00   2.9471949e+00  -1.4378909e+00  -1.6308056e+00  -1.9183270e+00  -2.0539592e+00  -2.0670918e+00  -1.6636984e+00
   2.6588465e+00   2.8292966e+00  -1.5871640e+00  -1.7810765e+00  -2.0688336e+00  -2.1983941e+00  -2.2030259e+00  -1.8125560e+00
   2.7370479e+00   2.6802296e+00  -1.7465868e+00  -1.9407199e+00  -2.2272791e+00  -2.3491118e+00  -2.3440087e+00  -1.9704589e+00
   2.8152493e+00   2.4994522e+00  -1.9164923e+00  -2.1100246e+00  -2.3939049e+00  -2.5062551e+00  -2.4901170e+00  -2.1376847e+00
   2.8934506e+00   2.2863535e+00  -2.0972127e+00  -2.2892773e+00  -2.5689550e+00  -2.6699680e+00  -2.6414284e+00  -2.3145100e+00
   2.9716520e+00   2.0402433e+00  -2.2890800e+00  -2.4787640e+00  -2.7526760e+00  -2.8403959e+00  -2.7980217e+00  -2.5012104e+00
   3.0498534e+00   1.7603395e+00  -2.4924265e+00  -2.6787695e+00  -2.9453177e+00  -3.0176849e+00  -2.9599766e+00  -2.6980608e+00
   3.1280547e+00   1.4457553e+00  -2.7075859e+00  -2.8895783e+00  -3.1471330e+00  -3.2019825e+00  -3.1273737e+00  -2.9053362e+00
   3.2062561e+00   1.0954837e+00  -2.9348939e+00  -3.1114754e+00  -3.3583786e+00  -3.3934371e+00  -3.3002944e+00  -3.1233118e+00
   3.2844575e+00   7.0837989e-01  -3.1746894e+00  -3.3447463e+00  -3.5793156e+00  -3.5921984e+00  -3.4788211e+00  -3.3522634e+00
   3.3626588e+00   2.8314041e-01  -3.4273155e+00  -3.5896783e+00  -3.8102096e+00  -3.7984174e+00  -3.6630371e+00  -3.5924685e+00
   3.4408602e+00  -1.8172227e-01  -3.6931203e+00  -3.8465607e+00  -4.0513317e+00  -4.0122462e+00  -3.8530264e+00  -3.8442064e+00
