  -2.1333333e+01  -7.8528233e+01  -7.9254152e+01
  -2.1302082e+01  -7.8533274e+01  -7.9259821e+01
  -2.1270831e+01  -7.8536038e+01  -7.9283983e+01
  -2.1239580e+01  -7.8549624e+01  -7.9312050e+01
  -2.1208330e+01  -7.8509659e+01  -7.9090105e+01
  -2.1177079e+01  -7.8542704e+01  -7.9061841e+01
  -2.1145828e+01  -7.8517601e+01  -7.9123594e+01
  -2.1114577e+01  -7.8527531e+01  -7.9059929e+01
  -2.1083326e+01  -7.8518708e+01  -7.9089631e+01
  -2.1052075e+01  -7.8521768e+01  -7.9098411e+01
  -2.1020824e+01  -7.8506705e+01  -7.9181568e+01
  -2.0989573e+01  -7.8560564e+01  -7.9177779e+01
  -2.0958322e+01  -7.8497304e+01  -7.9089337e+01
  -2.0927071e+01  -7.8494293e+01  -7.9108409e+01
  -2.0895820e+01  -7.8444209e+01  -7.9260591e+01
  -2.0864569e+01  -7.8533319e+01  -7.9329363e+01
  -2.0833318e+01  -7.8548498e+01  -7.9244051e+01
  -2.0802067e+01  -7.8486398e+01  -7.9278523e+01
  -2.0770816e+01  -7.8517087e+01  -7.9231192e+01
  -2.0739565e+01  -7.8528141e+01  -7.9263010e+01
  -2.0708314e+01  -7.8520111e+01  -7.9235430e+01
  -2.0677063e+01  -7.8518751e+01  -7.9227449e+01
  -2.0645812e+01  -7.8529424e+01  -7.9236108e+01
  -2.0614561e+01  -7.8525513e+01  -7.9210538e+01
  -2.0583310e+01  -7.8494147e+01  -7.9241287e+01
  -2.0552059e+01  -7.8551780e+01  -7.9252592e+01
  -2.0520809e+01  -7.8464648e+01  -7.9245941e+01
  -2.0489558e+01  -7.8472214e+01  -7.9243096e+01
  -2.0458307e+01  -7.8449304e+01  -7.9235973e+01
  -2.0427056e+01  -7.8491253e+01  -7.9212572e+01
  -2.0395805e+01  -7.8538092e+01  -7.9245565e+01
  -2.0364554e+01  -7.8533754e+01  -7.9251114e+01
  -2.0333303e+01  -7.8527927e+01  -7.9224149e+01
  -2.0302052e+01  -7.8478075e+01  -7.9150636e+01
  -2.0270801e+01  -7.8502847e+01  -7.9217626e+01
  -2.0239550e+01  -7.8500155e+01  -7.9266517e+01
  -2.0208299e+01  -7.8496180e+01  -7.9219838e+01
  -2.0177048e+01  -7.8488427e+01  -7.9166473e+01
  -2.0145797e+01  -7.8477049e+01  -7.9198674e+01
  -2.0114546e+01  -7.8433065e+01  -7.9169195e+01
  -2.0083295e+01  -7.8441352e+01  -7.9071998e+01
  -2.0052044e+01  -7.8451227e+01  -7.9073958e+01
  -2.0020793e+01  -7.8489933e+01  -7.9247588e+01
  -1.9989542e+01  -7.8491362e+01  -7.9185287e+01
  -1.9958291e+01  -7.8436978e+01  -7.8980885e+01
  -1.9927040e+01  -7.8425312e+01  -7.9055771e+01
  -1.9895789e+01  -7.8494693e+01  -7.9219527e+01
  -1.9864539e+01  -7.8475502e+01  -7.9259027e+01
  -1.9833288e+01  -7.8469018e+01  -7.9006676e+01
  -1.9802037e+01  -7.8473149e+01  -7.9105510e+01
  -1.9770786e+01  -7.8479854e+01  -7.9088995e+01
  -1.9739535e+01  -7.8465990e+01  -7.9151413e+01
  -1.9708284e+01  -7.8420586e+01  -7.9087533e+01
  -1.9677033e+01  -7.8424368e+01  -7.9230625e+01
  -1.9645782e+01  -7.8450857e+01  -7.9210360e+01
  -1.9614531e+01  -7.8404978e+01  -7.9069731e+01
  -1.9583280e+01  -7.8468077e+01  -7.9101848e+01
  -1.9552029e+01  -7.8444548e+01  -7.9266099e+01
  -1.9520778e+01  -7.8423669e+01  -7.9190945e+01
  -1.9489527e+01  -7.8383067e+01  -7.8995090e+01
  -1.9458276e+01  -7.8441819e+01  -7.8963477e+01
  -1.9427025e+01  -7.8442605e+01  -7.9122590e+01
  -1.9395774e+01  -7.8433093e+01  -7.9168259e+01
  -1.9364523e+01  -7.8435878e+01  -7.9058248e+01
