  -5.0000000e+00   4.8870000e+00   1.1701000e+01   8.5730000e+00   8.5630000e+00   1.0164000e+01   1.5867000e+01
  -4.0000000e+00   1.7800000e+00   5.0270000e+00   3.1760000e+00   3.1780000e+00   3.8750000e+00   7.0860000e+00
  -3.0000000e+00   6.4700000e-01   1.9740000e+00   1.0090000e+00   1.0100000e+00   1.2610000e+00   2.6570000e+00
  -2.0000000e+00   2.2200000e-01   8.7700000e-01   3.2800000e-01   3.2600000e-01   4.1500000e-01   8.8800000e-01
  -1.0000000e+00   1.0200000e-01   3.5800000e-01   1.1800000e-01   1.1600000e-01   1.3400000e-01   2.6400000e-01
   0.0000000e+00   3.9000000e-02   1.4000000e-01   4.8000000e-02   5.4000000e-02   5.7000000e-02   9.3000000e-02
   1.0000000e+00   1.5000000e-02   9.2000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   3.0000000e-02
   2.0000000e+00   6.0000000e-03   4.0000000e-02   6.0000000e-03   6.0000000e-03   6.0000000e-03   7.0000000e-03
   3.0000000e+00   1.0000000e-03   2.2000000e-02   1.0000000e-03   1.0000000e-03   1.0000000e-03   1.0000000e-03
   4.0000000e+00   0.0000000e+00   1.5000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00   8.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   0.0000000e+00   1.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
