   0.0000000e+00   5.0088000e+01   1.8479000e+01   1.0361000e+01   7.2840000e+00   5.4220000e+01   2.1085000e+01   1.2948000e+01   9.1550000e+00   6.7354000e+01   6.9201000e+01
   1.0000000e+00   2.3773000e+01   9.4030000e+00   4.7030000e+00   3.4700000e+00   2.5663000e+01   1.1920000e+01   7.1740000e+00   5.1970000e+00   5.6847000e+01   6.0492000e+01
   2.0000000e+00   8.9930000e+00   4.5730000e+00   2.5440000e+00   1.9120000e+00   9.9580000e+00   6.8090000e+00   4.4890000e+00   3.3350000e+00   5.1064000e+01   5.1130000e+01
   3.0000000e+00   2.1550000e+00   2.4330000e+00   1.6630000e+00   1.3060000e+00   3.0550000e+00   4.2780000e+00   3.2920000e+00   2.5930000e+00   3.9332000e+01   3.9534000e+01
   4.0000000e+00   9.5700000e-01   1.6430000e+00   1.4160000e+00   1.1910000e+00   1.8300000e+00   3.1380000e+00   2.6830000e+00   2.2840000e+00   3.0927000e+01   3.1336000e+01
   5.0000000e+00   8.2000000e-01   1.3220000e+00   1.2580000e+00   1.0770000e+00   1.6090000e+00   2.6260000e+00   2.4670000e+00   2.2470000e+00   2.0932000e+01   2.4274000e+01
   6.0000000e+00   8.1400000e-01   1.2890000e+00   1.2530000e+00   1.1450000e+00   1.5910000e+00   2.4210000e+00   2.2790000e+00   2.1940000e+00   1.3408000e+01   1.7540000e+01
   7.0000000e+00   7.8700000e-01   1.1340000e+00   1.1350000e+00   1.0930000e+00   1.6200000e+00   2.2930000e+00   2.2140000e+00   2.1110000e+00   7.1350000e+00   1.0473000e+01
   8.0000000e+00   7.4600000e-01   1.0320000e+00   1.0220000e+00   9.6300000e-01   1.5110000e+00   2.2250000e+00   2.1830000e+00   2.1090000e+00   4.9250000e+00   6.9670000e+00
   9.0000000e+00   7.1700000e-01   1.0870000e+00   1.0800000e+00   1.0440000e+00   1.5570000e+00   2.1620000e+00   2.1020000e+00   2.0030000e+00   2.8030000e+00   4.0910000e+00
   1.0000000e+01   7.6600000e-01   1.0620000e+00   1.0470000e+00   1.0020000e+00   1.5550000e+00   2.0360000e+00   2.0460000e+00   1.9670000e+00   1.8670000e+00   3.6880000e+00
   1.1000000e+01   7.7700000e-01   1.0190000e+00   1.0520000e+00   9.9600000e-01   1.5470000e+00   2.0090000e+00   2.0350000e+00   1.8840000e+00   1.5000000e+00   2.6990000e+00
   1.2000000e+01   7.5800000e-01   1.0220000e+00   1.0470000e+00   1.0030000e+00   1.5420000e+00   1.9510000e+00   1.9670000e+00   1.9870000e+00   1.2120000e+00   2.5440000e+00
   1.3000000e+01   7.6900000e-01   1.0140000e+00   1.0210000e+00   9.9500000e-01   1.5110000e+00   1.9750000e+00   2.0520000e+00   1.9610000e+00   1.1580000e+00   2.3800000e+00
   1.4000000e+01   7.9300000e-01   9.6900000e-01   9.7900000e-01   9.4100000e-01   1.4830000e+00   1.9760000e+00   1.9800000e+00   1.8810000e+00   1.0790000e+00   2.2360000e+00
   1.5000000e+01   7.4600000e-01   9.7600000e-01   9.8300000e-01   9.5500000e-01   1.4860000e+00   1.9220000e+00   1.9780000e+00   1.8790000e+00   9.9000000e-01   2.1500000e+00
