   0.0000000e+00   4.1746995e-02   2.5165431e-02   1.6905120e-02   1.5000154e-02   1.4303627e-02   1.3992408e-02
   1.0000000e+00   3.0745809e-02   1.9932827e-02   1.2367347e-02   1.0994852e-02   1.0160794e-02   1.0013452e-02
   2.0000000e+00   2.3687429e-02   1.5986142e-02   9.1888262e-03   7.9840813e-03   7.4616895e-03   7.1202403e-03
   3.0000000e+00   1.7736258e-02   1.3451612e-02   7.4575527e-03   5.9939268e-03   5.6417772e-03   5.2662464e-03
   4.0000000e+00   1.3373801e-02   1.1185441e-02   5.8241126e-03   4.5478806e-03   4.1565463e-03   3.8536082e-03
   5.0000000e+00   1.0478749e-02   8.3807592e-03   4.3859674e-03   3.5098246e-03   3.0966481e-03   2.9785508e-03
   6.0000000e+00   8.0473652e-03   7.3520779e-03   3.5785087e-03   2.7564799e-03   2.3960069e-03   2.2423546e-03
   7.0000000e+00   6.3963946e-03   6.6635423e-03   2.9023345e-03   2.1231677e-03   1.8760821e-03   1.7067063e-03
   8.0000000e+00   4.8531081e-03   5.3834683e-03   2.2349217e-03   1.6808734e-03   1.4496914e-03   1.3213067e-03
   9.0000000e+00   3.8352453e-03   4.6164845e-03   1.8311891e-03   1.3182253e-03   1.1424620e-03   1.0117207e-03
   1.0000000e+01   2.9920066e-03   3.9461196e-03   1.5125051e-03   1.0380544e-03   8.8234165e-04   8.0145079e-04
   1.1000000e+01   2.3745489e-03   3.3766784e-03   1.2351607e-03   8.2827743e-04   6.8001556e-04   6.2000274e-04
   1.2000000e+01   1.8989362e-03   2.8512708e-03   1.0068782e-03   6.7178709e-04   5.3892489e-04   4.7939730e-04
   1.3000000e+01   1.4944421e-03   2.7503062e-03   8.1984134e-04   5.3857833e-04   4.3522300e-04   3.8173870e-04
   1.4000000e+01   1.1894289e-03   2.2681916e-03   7.1767342e-04   4.5375997e-04   3.4207494e-04   3.0263473e-04
   1.5000000e+01   9.2534118e-04   2.0308270e-03   6.0141799e-04   3.5798906e-04   2.7270454e-04   2.3855446e-04
